sentences,count,percentage,Local/Nonlocal,user_state_NLP
total,5562,N/A,Local,Delaware
positive,2929,52.66091334052499,Local,Delaware
negative,525,9.439050701186623,Local,Delaware
neutral,2108,37.900035958288385,Local,Delaware
total,55512,N/A,Nonlocal,Delaware
positive,25012,45.056924628909066,Nonlocal,Delaware
negative,5969,10.752630061968583,Nonlocal,Delaware
neutral,24531,44.19044530912235,Nonlocal,Delaware
