sentences,count,percentage,Local/Nonlocal,user_state_NLP
total,1886,N/A,Local,Wyoming
positive,917,48.621420996818664,Local,Wyoming
negative,204,10.816542948038176,Local,Wyoming
neutral,765,40.56203605514316,Local,Wyoming
total,27717,N/A,Nonlocal,Wyoming
positive,15152,54.66681098242956,Nonlocal,Wyoming
negative,2862,10.325792834722373,Nonlocal,Wyoming
neutral,9703,35.00739618284807,Nonlocal,Wyoming
