sentences,count,percentage,Local/Nonlocal,user_state_NLP
total,1040,N/A,Local,Mississippi
positive,589,56.63461538461539,Local,Mississippi
negative,141,13.557692307692307,Local,Mississippi
neutral,310,29.807692307692307,Local,Mississippi
total,12074,N/A,Nonlocal,Mississippi
positive,5764,47.73894318370051,Nonlocal,Mississippi
negative,1325,10.973993705482856,Nonlocal,Mississippi
neutral,4985,41.28706311081663,Nonlocal,Mississippi
