sentences,count,percentage,Local/Nonlocal,user_state_NLP
total,39230,N/A,Local,Connecticut
positive,18606,47.427988784093806,Local,Connecticut
negative,4219,10.75452459852154,Local,Connecticut
neutral,16405,41.81748661738465,Local,Connecticut
total,314055,N/A,Nonlocal,Connecticut
positive,153566,48.89780452468517,Nonlocal,Connecticut
negative,34450,10.969416185063126,Nonlocal,Connecticut
neutral,126039,40.132779290251705,Nonlocal,Connecticut
